Series_Title,Released_Year,Runtime,Genre,IMDB_Rating,Director,Star1,No_of_Votes,Gross,Metascore
The Purple Rose of Cairo,1985,82,Comedy,7.7,Woody Allen,Mia Farrow,47102,10631333,75
The Pursuit of Happyness,2006,117,Biography,8,Gabriele Muccino,Will Smith,448930,163566459,64
The Quiet Man,1952,129,Comedy,7.7,John Ford,John Wayne,34677,10550000,
The Red Shoes,1948,135,Drama,8.1,Michael Powell,Emeric Pressburger,30935,10900000,
The Remains of the Day,1993,134,Drama,7.8,James Ivory,Anthony Hopkins,66065,22954968,84
The Revenant,2015,156,Action,8,Alejandro G. Iñárritu,Leonardo DiCaprio,705589,183637894,76
The Right Stuff,1983,193,Adventure,7.8,Philip Kaufman,Sam Shepard,56235,21500000,91
The Royal Tenenbaums,2001,110,Comedy,7.6,Wes Anderson,Gene Hackman,266842,52364010,76
The Sandlot,1993,101,Comedy,7.8,David Mickey Evans,Tom Guiry,78963,32416586,55
The Searchers,1956,119,Adventure,7.9,John Ford,John Wayne,80316,538886182,94
The Secret of Kells,2009,71,Animation,7.6,Tomm Moore,Nora Twomey,31779,686383,81
The Shawshank Redemption,1994,142,Drama,9.3,Frank Darabont,Tim Robbins,2343110,28341469,80
The Shining,1980,146,Drama,8.4,Stanley Kubrick,Jack Nicholson,898237,44017374,66
The Shop Around the Corner,1940,99,Comedy,8.1,Ernst Lubitsch,Margaret Sullavan,28450,203300,96
The Silence of the Lambs,1991,118,Crime,8.6,Jonathan Demme,Jodie Foster,1270197,130742922,85
The Sixth Sense,1999,107,Drama,8.1,M. Night Shyamalan,Bruce Willis,911573,293506292,64
The Social Network,2010,120,Biography,7.7,David Fincher,Jesse Eisenberg,624982,96962694,95
The Sound of Music,1965,172,Biography,8,Robert Wise,Julie Andrews,205425,163214286,63
The Station Agent,2003,89,Comedy,7.6,Tom McCarthy,Peter Dinklage,67370,5739376,81
The Sting,1973,129,Comedy,8.3,George Roy Hill,Paul Newman,241513,159600000,83
The Straight Story,1999,112,Biography,8,David Lynch,Richard Farnsworth,82002,6203044,86
The Taking of Pelham One Two Three,1974,104,Action,7.7,Joseph Sargent,Walter Matthau,26729,660264543,68
The Ten Commandments,1956,220,Adventure,7.9,Cecil B. DeMille,Charlton Heston,63560,93740000,
The Terminator,1984,107,Action,8,James Cameron,Arnold Schwarzenegger,799795,38400000,84
The Theory of Everything,2014,123,Biography,7.7,James Marsh,Eddie Redmayne,404182,35893537,72
The Thin Man,1934,91,Comedy,8,W.S. Van Dyke,William Powell,26642,40687532,86
The Thin Red Line,1998,170,Drama,7.6,Terrence Malick,Jim Caviezel,172710,36400491,78
The Thing,1982,109,Horror,8.1,John Carpenter,Kurt Russell,371271,13782838,57
The Third Man,1949,104,Film-Noir,8.1,Carol Reed,Orson Welles,158731,449191,97
The Treasure of the Sierra Madre,1948,126,Adventure,8.2,John Huston,Humphrey Bogart,114304,5014000,98
The Trial of the Chicago 7,2020,129,Drama,7.8,Aaron Sorkin,Eddie Redmayne,89896,853090410,77
The Truman Show,1998,103,Comedy,8.1,Peter Weir,Jim Carrey,939631,125618201,90
The Untouchables,1987,119,Crime,7.9,Brian De Palma,Kevin Costner,281842,76270454,79
The Usual Suspects,1995,106,Crime,8.5,Bryan Singer,Kevin Spacey,991208,23341568,77
The Verdict,1982,129,Drama,7.7,Sidney Lumet,Paul Newman,36096,54000000,77
The Visitor,2007,104,Drama,7.6,Tom McCarthy,Richard Jenkins,41544,9422422,79
The Warriors,1979,92,Action,7.6,Walter Hill,Michael Beck,93878,22490039,65
The Wild Bunch,1969,145,Action,7.9,Sam Peckinpah,William Holden,77401,12064472,97
The Wizard of Oz,1939,102,Adventure,8,Victor Fleming,George Cukor,371379,2076020,92
The Wolf of Wall Street,2013,180,Biography,8.2,Martin Scorsese,Leonardo DiCaprio,1187498,116900694,75
The World's Fastest Indian,2005,127,Biography,7.8,Roger Donaldson,Anthony Hopkins,51980,5128124,68
The Wrestler,2008,109,Drama,7.9,Darren Aronofsky,Mickey Rourke,289415,26236603,80
There Will Be Blood,2007,158,Drama,8.2,Paul Thomas Anderson,Daniel Day-Lewis,517359,40222514,93
This Is England,2006,101,Crime,7.7,Shane Meadows,Thomas Turgoose,115576,327919,86
This Is Spinal Tap,1984,82,Comedy,7.9,Rob Reiner,Rob Reiner,128812,188751,92
Thor: Ragnarok,2017,130,Action,7.9,Taika Waititi,Chris Hemsworth,587775,315058289,74
"Three Billboards Outside Ebbing, Missouri",2017,115,Comedy,8.2,Martin McDonagh,Frances McDormand,432610,54513740,88
Titanic,1997,194,Drama,7.8,James Cameron,Leonardo DiCaprio,1046089,659325379,75
To Be or Not to Be,1942,99,Comedy,8.2,Ernst Lubitsch,Carole Lombard,29915,11914855,86
To Have and Have Not,1944,100,Adventure,7.8,Howard Hawks,Humphrey Bogart,31053,477606207,
To Kill a Mockingbird,1962,129,Crime,8.2,Robert Mulligan,Gregory Peck,293811,504340883,88
Todo sobre mi madre,1999,101,Drama,7.8,Pedro Almodóvar,Cecilia Roth,89058,8264530,87
Togo,2019,113,Adventure,8,Ericson Core,Willem Dafoe,37556,874211619,69
Toki o kakeru shôjo,2006,98,Animation,7.7,Mamoru Hosoda,Riisa Naka,60368,329525432,
Tombstone,1993,130,Action,7.8,George P. Cosmatos,Kevin Jarre,126871,56505065,50
Tonari no Totoro,1988,86,Animation,8.2,Hayao Miyazaki,Hitoshi Takagi,291180,1105564,86
Touch of Evil,1958,95,Crime,8,Orson Welles,Charlton Heston,98431,2237659,99
Toy Story,1995,81,Animation,8.3,John Lasseter,Tom Hanks,887429,191796233,95
Toy Story 2,1999,92,Animation,7.9,John Lasseter,Ash Brannon,527512,245852179,88
Toy Story 3,2010,103,Animation,8.2,Lee Unkrich,Tom Hanks,757032,415004880,92
Toy Story 4,2019,100,Animation,7.8,Josh Cooley,Tom Hanks,203177,434038008,84
Training Day,2001,122,Crime,7.7,Antoine Fuqua,Denzel Washington,390247,76631907,69
Trainspotting,1996,93,Drama,8.1,Danny Boyle,Ewan McGregor,634716,16501785,83
Trois couleurs: Blanc,1994,92,Comedy,7.6,Krzysztof Kieslowski,Zbigniew Zamachowski,64390,1464625,88
Trois couleurs: Bleu,1993,94,Drama,7.9,Krzysztof Kieslowski,Juliette Binoche,89836,1324974,85
Trois couleurs: Rouge,1994,99,Drama,8.1,Krzysztof Kieslowski,Irène Jacob,90729,4043686,100
Tropa de Elite,2007,115,Action,8,José Padilha,Wagner Moura,98097,8060,33
Tropa de Elite 2: O Inimigo Agora é Outro,2010,115,Action,8,José Padilha,Wagner Moura,79200,100119,71
True Grit,2010,110,Drama,7.6,Ethan Coen,Joel Coen,311822,171243005,80
True Romance,1993,119,Crime,7.9,Tony Scott,Christian Slater,206918,12281500,59
Tumbbad,2018,104,Drama,8.3,Rahi Anil Barve,Anand Gandhi,27793,755669279,
Twelve Monkeys,1995,129,Mystery,8,Terry Gilliam,Bruce Willis,578443,57141459,74
Udaan,2010,134,Drama,8.2,Vikramaditya Motwane,Rajat Barmecha,42341,7461,
Udta Punjab,2016,148,Action,7.8,Abhishek Chaubey,Shahid Kapoor,27175,218428303,
Un long dimanche de fiançailles,2004,133,Drama,7.6,Jean-Pierre Jeunet,Audrey Tautou,70925,6167817,76
Un prophète,2009,155,Crime,7.9,Jacques Audiard,Tahar Rahim,93560,2084637,90
Under sandet,2015,100,Drama,7.8,Martin Zandvliet,Roland Møller,35539,435266,75
Underground,1995,170,Comedy,8.1,Emir Kusturica,Predrag 'Miki' Manojlovic,55220,171082,
Unforgiven,1992,130,Drama,8.2,Clint Eastwood,Clint Eastwood,375935,101157447,85
Up,2009,96,Animation,8.2,Pete Docter,Bob Peterson,935507,293004164,88
Uri: The Surgical Strike,2018,138,Action,8.2,Aditya Dhar,Vicky Kaushal,43444,4186168,
V for Vendetta,2005,132,Action,8.2,James McTeigue,Hugo Weaving,1032749,70511035,62
Vampire Hunter D: Bloodlust,2000,103,Animation,7.7,Yoshiaki Kawajiri,Andrew Philpot,29210,151086,62
Veer-Zaara,2004,192,Drama,7.8,Yash Chopra,Shah Rukh Khan,49050,2921738,67
Vertigo,1958,128,Mystery,8.3,Alfred Hitchcock,James Stewart,364368,3200000,100
Vicky Donor,2012,126,Comedy,7.8,Shoojit Sircar,Ayushmann Khurrana,39710,169209,
Victoria,2015,138,Crime,7.6,Sebastian Schipper,Laia Costa,52903,718096942,77
Vikram Vedha,2017,147,Action,8.4,Gayatri,Pushkar,28401,357599391,
Viskningar och rop,1972,91,Drama,8.1,Ingmar Bergman,Harriet Andersson,30206,1742348,
Vivre sa vie: Film en douze tableaux,1962,80,Drama,8,Jean-Luc Godard,Anna Karina,28057,482545511,
Vizontele,2001,110,Comedy,8,Yilmaz Erdogan,Ömer Faruk Sorak,33592,200178699,
Vozvrashchenie,2003,110,Drama,8,Andrey Zvyagintsev,Vladimir Garin,42399,502028,82
Wait Until Dark,1967,108,Thriller,7.8,Terence Young,Audrey Hepburn,27733,17550741,81
Waking Life,2001,99,Animation,7.8,Richard Linklater,Ethan Hawke,60684,2892011,83
Walk the Line,2005,136,Biography,7.8,James Mangold,Joaquin Phoenix,234207,119519402,72
WALL·E,2008,98,Animation,8.4,Andrew Stanton,Ben Burtt,999790,223808164,95
Warrior,2011,140,Action,8.2,Gavin O'Connor,Tom Hardy,435950,13657115,71
Watchmen,2009,162,Action,7.6,Zack Snyder,Jackie Earle Haley,500799,107509799,56
Watership Down,1978,91,Animation,7.6,Martin Rosen,John Hubley,33656,232841485,64
What Ever Happened to Baby Jane?,1962,134,Drama,8.1,Robert Aldrich,Bette Davis,50058,4050000,75
What We Do in the Shadows,2014,86,Comedy,7.7,Jemaine Clement,Taika Waititi,157498,3333000,76
What's Eating Gilbert Grape,1993,118,Drama,7.8,Lasse Hallström,Johnny Depp,215034,9170214,73
When Harry Met Sally...,1989,95,Comedy,7.6,Rob Reiner,Billy Crystal,195663,92823600,76
Where Eagles Dare,1968,158,Action,7.7,Brian G. Hutton,Richard Burton,51913,856773674,63
Whiplash,2014,106,Drama,8.5,Damien Chazelle,Miles Teller,717585,13092000,88
White Heat,1949,114,Action,8.1,Raoul Walsh,James Cagney,29807,323145090,
Who Framed Roger Rabbit,1988,104,Animation,7.7,Robert Zemeckis,Bob Hoskins,182009,156452370,83
Who's Afraid of Virginia Woolf?,1966,131,Drama,8,Mike Nichols,Elizabeth Taylor,68926,839059631,75
Willy Wonka & the Chocolate Factory,1971,100,Family,7.8,Mel Stuart,Gene Wilder,178731,4000000,67
Wind River,2017,107,Crime,7.7,Taylor Sheridan,Kelsey Asbille,205444,33800859,73
Withnail & I,1987,107,Comedy,7.7,Bruce Robinson,Richard E. Grant,40396,1544889,84
Witness for the Prosecution,1957,116,Crime,8.4,Billy Wilder,Tyrone Power,108862,8175000,
Wo hu cang long,2000,120,Action,7.8,Ang Lee,Yun-Fat Chow,253228,128078872,94
Wonder,2017,113,Drama,8,Stephen Chbosky,Jacob Tremblay,141923,132422809,66
Wreck-It Ralph,2012,101,Animation,7.7,Rich Moore,John C. Reilly,380195,189422889,72
X: First Class,2011,131,Action,7.7,Matthew Vaughn,James McAvoy,645512,146408305,65
X-Men: Days of Future Past,2014,132,Action,7.9,Bryan Singer,Patrick Stewart,659763,233921534,75
Y tu mamá también,2001,106,Drama,7.6,Alfonso Cuarón,Maribel Verdú,115827,13622333,88
Yôjinbô,1961,110,Action,8.2,Akira Kurosawa,Toshirô Mifune,111244,474518350,
Yeopgijeogin geunyeo,2001,137,Comedy,8,Jae-young Kwak,Tae-Hyun Cha,45403,772721890,
Ying xiong,2002,120,Action,7.9,Yimou Zhang,Jet Li,173999,53710019,85
Yip Man,2008,106,Action,8,Wilson Yip,Donnie Yen,211427,613703997,59
Young Frankenstein,1974,106,Comedy,8,Mel Brooks,Gene Wilder,143359,86300000,80
Zelig,1983,79,Comedy,7.7,Woody Allen,Woody Allen,39881,11798616,
Zerkalo,1975,107,Biography,8.1,Andrei Tarkovsky,Margarita Terekhova,40081,177345,
Zindagi Na Milegi Dobara,2011,155,Comedy,8.1,Zoya Akhtar,Hrithik Roshan,67927,3108485,
Zodiac,2007,157,Crime,7.7,David Fincher,Jake Gyllenhaal,466080,33080084,78
Zombieland,2009,88,Adventure,7.6,Ruben Fleischer,Jesse Eisenberg,520041,75590286,73
Zootopia,2016,108,Animation,8,Byron Howard,Rich Moore,434143,341268248,78
Zulu,1964,138,Drama,7.7,Cy Endfield,Stanley Baker,35999,790226546,77
Zwartboek,2006,145,Drama,7.7,Paul Verhoeven,Carice van Houten,72643,4398392,71
